timestamp	numstudies	numtrees	time	sha
1345563621	212	515	2012-08-21T10Z	
1345564886	213	517	2012-08-21T11Z	
1345565446	214	518	2012-08-21T11Z	
1347048995	215	520	2012-09-07T15Z	
1347049914	216	521	2012-09-07T15Z	
1347050951	217	523	2012-09-07T15Z	
1347052644	218	524	2012-09-07T16Z	
1347219681	219	525	2012-09-09T14Z	
1347221939	220	527	2012-09-09T15Z	
1347227338	221	529	2012-09-09T16Z	
1347230255	222	531	2012-09-09T17Z	
1347374794	223	532	2012-09-11T09Z	
1347388756	224	533	2012-09-11T13Z	
1347389885	225	535	2012-09-11T13Z	
1347390680	226	536	2012-09-11T14Z	
1347398150	227	538	2012-09-11T16Z	
1347398955	228	541	2012-09-11T16Z	
1347400894	229	542	2012-09-11T17Z	
1347414714	230	544	2012-09-11T20Z	
1347415558	231	545	2012-09-11T21Z	
1347492266	232	546	2012-09-12T18Z	
1347569223	233	547	2012-09-13T15Z	
1347579657	234	548	2012-09-13T18Z	
1347580139	235	551	2012-09-13T18Z	
1347580985	236	555	2012-09-13T19Z	
1347650287	237	557	2012-09-14T14Z	
1347826412	238	559	2012-09-16T15Z	
1347827771	239	561	2012-09-16T15Z	
1347829607	240	562	2012-09-16T16Z	
1347829897	241	563	2012-09-16T16Z	
1348017107	242	565	2012-09-18T20Z	
1348018206	243	565	2012-09-18T20Z	
1348018873	244	568	2012-09-18T20Z	
1348019339	245	569	2012-09-18T20Z	
1348080719	246	574	2012-09-19T13Z	
1348081149	247	575	2012-09-19T13Z	
1348084668	248	576	2012-09-19T14Z	
1348086931	249	577	2012-09-19T15Z	
1348091523	250	580	2012-09-19T16Z	
1348092220	251	582	2012-09-19T17Z	
1348103654	252	583	2012-09-19T20Z	
1348104959	253	585	2012-09-19T20Z	
1349212497	254	586	2012-10-02T16Z	
1352213383	255	589	2012-11-06T08Z	
1352213816	256	594	2012-11-06T08Z	
1352214446	257	597	2012-11-06T09Z	
1352216055	258	601	2012-11-06T09Z	
1352216125	259	603	2012-11-06T09Z	
1352217368	260	604	2012-11-06T09Z	
1352219515	261	610	2012-11-06T10Z	
1352474572	262	612	2012-11-09T09Z	
1352738194	263	618	2012-11-12T10Z	
1353082418	264	620	2012-11-16T10Z	
1353085405	265	621	2012-11-16T11Z	
1353086628	266	625	2012-11-16T11Z	
1353087493	267	628	2012-11-16T11Z	
1353088160	268	629	2012-11-16T11Z	
1353336624	269	631	2012-11-19T08Z	
1353357714	270	632	2012-11-19T14Z	
1353359684	271	633	2012-11-19T15Z	
1353360067	272	634	2012-11-19T15Z	
1353360508	273	637	2012-11-19T15Z	
1353361223	274	638	2012-11-19T15Z	
1353362494	275	640	2012-11-19T16Z	
1353363037	276	642	2012-11-19T16Z	
1353364301	277	643	2012-11-19T16Z	
1353365832	278	644	2012-11-19T16Z	
1353365948	279	649	2012-11-19T16Z	
1353366189	280	654	2012-11-19T17Z	
1353651559	281	659	2012-11-23T00Z	
1353690537	282	683	2012-11-23T11Z	
1353691167	283	684	2012-11-23T11Z	
1353691540	284	686	2012-11-23T11Z	
1353692123	285	688	2012-11-23T11Z	
1353692481	286	689	2012-11-23T11Z	
1353692707	287	690	2012-11-23T11Z	
1353693139	288	696	2012-11-23T11Z	
1353695392	289	698	2012-11-23T12Z	
1353695530	290	702	2012-11-23T12Z	
1353942378	291	704	2012-11-26T09Z	
1353943390	292	715	2012-11-26T09Z	
1353946715	293	716	2012-11-26T10Z	
1353947640	294	717	2012-11-26T10Z	
1353948080	295	719	2012-11-26T10Z	
1353949134	296	720	2012-11-26T10Z	
1353950194	297	724	2012-11-26T11Z	
1353952569	298	726	2012-11-26T11Z	
1353964730	299	727	2012-11-26T15Z	
1353965068	300	729	2012-11-26T15Z	
1353965933	301	735	2012-11-26T15Z	
1353966687	302	736	2012-11-26T15Z	
1353967549	303	738	2012-11-26T16Z	
1353968533	304	739	2012-11-26T16Z	
1354028951	305	740	2012-11-27T09Z	
1354029445	306	744	2012-11-27T09Z	
1354029861	307	745	2012-11-27T09Z	
1354030273	308	747	2012-11-27T09Z	
1354030653	309	751	2012-11-27T09Z	
1354031059	310	754	2012-11-27T09Z	
1354031358	311	756	2012-11-27T09Z	
1354031651	312	762	2012-11-27T09Z	
1354032059	313	763	2012-11-27T10Z	
1354032444	314	764	2012-11-27T10Z	
1354032627	315	765	2012-11-27T10Z	
1354032882	316	766	2012-11-27T10Z	
1354034119	317	767	2012-11-27T10Z	
1354034343	318	768	2012-11-27T10Z	
1354034634	319	769	2012-11-27T10Z	
1354034785	320	770	2012-11-27T10Z	
1354035145	321	774	2012-11-27T10Z	
1354035622	322	775	2012-11-27T11Z	
1354035946	323	780	2012-11-27T11Z	
1354036785	324	784	2012-11-27T11Z	
1354037153	325	785	2012-11-27T11Z	
1354037435	326	786	2012-11-27T11Z	
1354037808	327	788	2012-11-27T11Z	
1354038023	328	791	2012-11-27T11Z	
1354038318	329	792	2012-11-27T11Z	
1354038614	330	795	2012-11-27T11Z	
1354038910	331	797	2012-11-27T11Z	
1354039230	332	798	2012-11-27T12Z	
1354039590	333	799	2012-11-27T12Z	
1354039803	334	801	2012-11-27T12Z	
1354052428	335	802	2012-11-27T15Z	
1354117020	336	807	2012-11-28T09Z	
1354117593	337	808	2012-11-28T09Z	
1354118278	338	809	2012-11-28T09Z	
1354123036	339	810	2012-11-28T11Z	
1354123324	340	811	2012-11-28T11Z	
